MEM,func,throughput(insert),throughput(query),AAE,ARE
0.04,CC2,5.00106,4.66521,4.95435,0.966479
0.04,CC3,6.2767,8.28384,8.25812,0.843767
0.04,CC,5.28471,5.29204,4.70355,0.967641
0.04,CC2,6.56562,4.39835,4.95435,0.966479
0.04,CC3,7.10733,5.23777,8.25812,0.843767
0.04,CC,6.76926,6.4113,4.70355,0.967641
0.04,CC2,6.09105,6.8801,4.95435,0.966479
0.04,CC3,5.17549,6.35509,8.25812,0.843767
0.04,CC,6.09662,7.86432,4.70355,0.967641
0.04,CC2,7.74891,7.22887,4.95435,0.966479
0.04,CC3,5.61382,7.25097,8.25812,0.843767
0.04,CC,5.94365,5.82258,4.70355,0.967641
0.04,CC2,6.18098,4.82634,4.95435,0.966479
0.04,CC3,6.46495,4.56202,8.25812,0.843767
0.04,CC,6.46106,7.94728,4.70355,0.967641
0.04,CC2,6.7297,5.85815,4.95435,0.966479
0.04,CC3,5.13436,5.86195,8.25812,0.843767
0.04,CC,6.04627,6.79427,4.70355,0.967641
0.04,CC2,6.27511,7.25462,4.95435,0.966479
0.04,CC3,6.31207,8.03378,8.25812,0.843767
0.04,CC,5.78009,4.57748,4.70355,0.967641
0.04,CC2,5.83022,3.85469,4.95435,0.966479
0.04,CC3,5.73505,4.29264,8.25812,0.843767
0.04,CC,6.66556,3.51935,4.70355,0.967641
0.04,CC2,5.84607,4.24817,4.95435,0.966479
0.04,CC3,6.37922,8.21265,8.25812,0.843767
0.04,CC,5.44255,7.9083,4.70355,0.967641
0.04,CC2,6.799,7.41303,4.95435,0.966479
0.04,CC3,6.3582,8.29202,8.25812,0.843767
0.04,CC,6.29634,5.34303,4.70355,0.967641
0.04,CC2,6.55292,4.62453,4.95435,0.966479
0.04,CC3,5.73374,5.40769,8.25812,0.843767
0.04,CC,6.40723,5.65414,4.70355,0.967641
0.04,CC2,5.45287,5.42306,4.95435,0.966479
0.04,CC3,6.67299,5.2482,8.25812,0.843767
0.04,CC,6.00814,7.62488,4.70355,0.967641
0.04,CC2,5.40004,6.32681,4.95435,0.966479
0.04,CC3,6.11063,7.34072,8.25812,0.843767
0.04,CC,4.98965,7.83274,4.70355,0.967641
0.04,CC2,5.43091,7.01759,4.95435,0.966479
0.04,CC3,5.91431,8.3362,8.25812,0.843767
0.04,CC,7.23553,5.15236,4.70355,0.967641
0.04,CC2,5.57059,5.55741,4.95435,0.966479
0.04,CC3,6.99727,8.14574,8.25812,0.843767
0.04,CC,6.49905,5.49992,4.70355,0.967641
0.04,CC2,4.67047,6.86161,4.95435,0.966479
0.04,CC3,6.08221,9.25109,8.25812,0.843767
0.04,CC,6.21322,7.81375,4.70355,0.967641
0.04,CC2,6.24188,4.97854,4.95435,0.966479
0.04,CC3,6.88567,5.2726,8.25812,0.843767
0.04,CC,5.40954,8.04771,4.70355,0.967641
0.04,CC2,6.42868,6.4057,4.95435,0.966479
0.04,CC3,5.39852,7.20475,8.25812,0.843767
0.04,CC,5.65112,5.23808,4.70355,0.967641
0.04,CC2,4.601,4.85855,4.95435,0.966479
0.04,CC3,5.89612,5.42216,8.25812,0.843767
0.04,CC,6.50485,4.4275,4.70355,0.967641
0.04,CC2,5.79612,6.47688,4.95435,0.966479
0.04,CC3,6.67241,7.69578,8.25812,0.843767
0.04,CC,5.9911,8.0807,4.70355,0.967641
0.04,CC2,6.69985,7.30253,4.95435,0.966479
0.04,CC3,5.8691,8.22579,8.25812,0.843767
0.04,CC,6.32689,7.9542,4.70355,0.967641
0.04,CC2,5.85933,7.24076,4.95435,0.966479
0.04,CC3,5.53579,8.17028,8.25812,0.843767
0.04,CC,5.4812,7.78957,4.70355,0.967641
0.04,CC2,4.86485,6.96505,4.95435,0.966479
0.04,CC3,6.3687,9.13672,8.25812,0.843767
0.04,CC,4.84473,10.1075,4.70355,0.967641
0.04,CC2,5.6593,5.96903,4.95435,0.966479
0.04,CC3,5.38129,7.10442,8.25812,0.843767
0.04,CC,6.85341,5.53986,4.70355,0.967641
0.04,CC2,4.76629,5.30198,4.95435,0.966479
0.04,CC3,5.57417,5.18609,8.25812,0.843767
0.04,CC,4.305,7.73545,4.70355,0.967641
0.04,CC2,6.37975,6.774,4.95435,0.966479
0.04,CC3,6.2497,7.23676,8.25812,0.843767
0.04,CC,7.22486,7.81897,4.70355,0.967641
0.04,CC2,5.92612,6.76897,4.95435,0.966479
0.04,CC3,5.56737,7.79746,8.25812,0.843767
0.04,CC,7.09942,6.40183,4.70355,0.967641
0.04,CC2,6.57109,8.06502,4.95435,0.966479
0.04,CC3,5.44704,8.1912,8.25812,0.843767
0.04,CC,5.89664,5.65465,4.70355,0.967641
0.04,CC2,6.7049,7.89183,4.95435,0.966479
0.04,CC3,6.88312,8.34135,8.25812,0.843767
0.04,CC,6.56093,5.93892,4.70355,0.967641
0.04,CC2,5.28521,4.81059,4.95435,0.966479
0.04,CC3,6.17511,5.65751,8.25812,0.843767
0.04,CC,4.98926,7.32667,4.70355,0.967641
0.04,CC2,5.72319,6.88778,4.95435,0.966479
0.04,CC3,5.9964,6.19365,8.25812,0.843767
0.04,CC,6.17042,7.78215,4.70355,0.967641
0.04,CC2,5.6951,7.24754,4.95435,0.966479
0.04,CC3,6.01001,8.064,8.25812,0.843767
0.05,CC,5.4459,6.172,4.24321,0.994435
0.05,CC2,5.90434,6.44473,4.4898,0.991104
0.05,CC3,6.91108,7.32161,7.77455,0.899525
0.05,CC,6.78281,4.32852,4.24321,0.994435
0.05,CC2,6.44277,4.28114,4.4898,0.991104
0.05,CC3,4.80477,6.97247,7.77455,0.899525
0.05,CC,6.30353,7.73588,4.24321,0.994435
0.05,CC2,6.20209,7.44849,4.4898,0.991104
0.05,CC3,6.27411,8.26011,7.77455,0.899525
0.05,CC,5.60213,4.95388,4.24321,0.994435
0.05,CC2,6.34643,7.03233,4.4898,0.991104
0.05,CC3,4.95474,8.35263,7.77455,0.899525
0.05,CC,5.55061,4.72365,4.24321,0.994435
0.05,CC2,6.39818,3.75409,4.4898,0.991104
0.05,CC3,4.81392,6.57526,7.77455,0.899525
0.05,CC,5.58514,6.72901,4.24321,0.994435
0.05,CC2,4.64235,6.1227,4.4898,0.991104
0.05,CC3,5.91831,9.41908,7.77455,0.899525
0.05,CC,6.30793,5.10636,4.24321,0.994435
0.05,CC2,5.24995,4.57305,4.4898,0.991104
0.05,CC3,5.51088,5.4232,7.77455,0.899525
0.05,CC,6.29106,4.93864,4.24321,0.994435
0.05,CC2,6.10286,4.61212,4.4898,0.991104
0.05,CC3,5.5407,4.66351,7.77455,0.899525
0.05,CC,5.8243,4.9929,4.24321,0.994435
0.05,CC2,4.67096,7.57749,4.4898,0.991104
0.05,CC3,5.92184,10.8862,7.77455,0.899525
0.05,CC,7.29644,8.34909,4.24321,0.994435
0.05,CC2,5.99237,7.65441,4.4898,0.991104
0.05,CC3,6.51762,7.97275,7.77455,0.899525
0.05,CC,6.02155,6.27014,4.24321,0.994435
0.05,CC2,6.42956,5.30888,4.4898,0.991104
0.05,CC3,7.06887,5.43242,7.77455,0.899525
0.05,CC,6.44333,7.12207,4.24321,0.994435
0.05,CC2,5.70526,6.64467,4.4898,0.991104
0.05,CC3,5.95102,7.65385,7.77455,0.899525
0.05,CC,5.03281,4.85873,4.24321,0.994435
0.05,CC2,5.53996,7.22886,4.4898,0.991104
0.05,CC3,6.19127,7.57186,7.77455,0.899525
0.05,CC,5.81096,7.32112,4.24321,0.994435
0.05,CC2,5.09792,6.9169,4.4898,0.991104
0.05,CC3,6.58766,8.07326,7.77455,0.899525
0.05,CC,5.83838,9.19179,4.24321,0.994435
0.05,CC2,6.21022,7.55924,4.4898,0.991104
0.05,CC3,7.68864,6.02005,7.77455,0.899525
0.05,CC,5.96997,5.03884,4.24321,0.994435
0.05,CC2,5.6929,4.43234,4.4898,0.991104
0.05,CC3,4.90669,4.9642,7.77455,0.899525
0.05,CC,5.45596,5.18596,4.24321,0.994435
0.05,CC2,6.72184,7.07697,4.4898,0.991104
0.05,CC3,6.03959,7.90758,7.77455,0.899525
0.05,CC,5.52852,6.50767,4.24321,0.994435
0.05,CC2,4.56561,6.30601,4.4898,0.991104
0.05,CC3,6.87045,7.56785,7.77455,0.899525
0.05,CC,5.60669,7.47057,4.24321,0.994435
0.05,CC2,5.78391,6.79392,4.4898,0.991104
0.05,CC3,4.86853,7.56825,7.77455,0.899525
0.05,CC,6.06614,6.54732,4.24321,0.994435
0.05,CC2,5.6109,4.74757,4.4898,0.991104
0.05,CC3,4.83642,5.23063,7.77455,0.899525
0.05,CC,5.49364,6.56283,4.24321,0.994435
0.05,CC2,5.99942,5.76609,4.4898,0.991104
0.05,CC3,5.96146,7.61075,7.77455,0.899525
0.05,CC,6.58021,7.21717,4.24321,0.994435
0.05,CC2,5.29051,7.18666,4.4898,0.991104
0.05,CC3,6.20928,8.14705,7.77455,0.899525
0.05,CC,5.87437,5.03233,4.24321,0.994435
0.05,CC2,5.93511,4.15959,4.4898,0.991104
0.05,CC3,5.79191,8.50337,7.77455,0.899525
0.05,CC,5.855,7.69975,4.24321,0.994435
0.05,CC2,5.12715,7.27713,4.4898,0.991104
0.05,CC3,6.48339,11.081,7.77455,0.899525
0.05,CC,4.59571,7.26302,4.24321,0.994435
0.05,CC2,5.82072,7.16702,4.4898,0.991104
0.05,CC3,5.80778,8.11955,7.77455,0.899525
0.05,CC,6.42363,5.6967,4.24321,0.994435
0.05,CC2,6.56275,6.69253,4.4898,0.991104
0.05,CC3,4.96749,7.42752,7.77455,0.899525
0.05,CC,6.94413,5.14905,4.24321,0.994435
0.05,CC2,6.19987,4.1065,4.4898,0.991104
0.05,CC3,5.79854,4.94516,7.77455,0.899525
0.05,CC,6.64757,7.5417,4.24321,0.994435
0.05,CC2,5.39656,7.08628,4.4898,0.991104
0.05,CC3,5.01167,7.48549,7.77455,0.899525
0.05,CC,5.76307,5.75282,4.24321,0.994435
0.05,CC2,6.75333,5.21488,4.4898,0.991104
0.05,CC3,6.01621,5.68733,7.77455,0.899525
0.05,CC,6.49236,5.05867,4.24321,0.994435
0.05,CC2,5.91681,6.80185,4.4898,0.991104
0.05,CC3,5.84764,7.83815,7.77455,0.899525
0.05,CC,9.23198,4.53353,4.24321,0.994435
0.05,CC2,6.64739,4.69069,4.4898,0.991104
0.05,CC3,4.53111,5.23322,7.77455,0.899525
0.05,CC,4.65173,5.94388,4.24321,0.994435
0.05,CC2,6.03284,8.08026,4.4898,0.991104
0.05,CC3,5.93243,6.9432,7.77455,0.899525
0.05,CC,6.46998,6.58252,4.24321,0.994435
0.05,CC2,6.55517,6.89065,4.4898,0.991104
0.05,CC3,6.44185,7.74842,7.77455,0.899525
0.05,CC,6.46478,6.82708,4.24321,0.994435
0.05,CC2,5.79185,5.77867,4.4898,0.991104
0.05,CC3,6.51208,6.76552,7.77455,0.899525
0.05,CC,6.37617,6.31543,4.24321,0.994435
0.05,CC2,6.58539,7.38947,4.4898,0.991104
0.05,CC3,6.58738,11.818,7.77455,0.899525
0.05,CC,5.75041,4.96711,4.24321,0.994435
0.05,CC2,5.13765,4.85673,4.4898,0.991104
0.05,CC3,6.8486,5.94635,7.77455,0.899525
0.05,CC,6.44585,7.5443,4.24321,0.994435
0.05,CC2,5.60578,6.99541,4.4898,0.991104
0.05,CC3,6.36572,7.79835,7.77455,0.899525
0.05,CC,6.33749,6.95426,4.24321,0.994435
0.05,CC2,5.65714,6.51689,4.4898,0.991104
0.05,CC3,5.43387,7.51098,7.77455,0.899525
0.05,CC,5.30879,5.51339,4.24321,0.994435
0.05,CC2,6.07674,7.13454,4.4898,0.991104
0.05,CC3,5.89224,7.85346,7.77455,0.899525
0.05,CC,6.14703,7.37374,4.24321,0.994435
0.05,CC2,6.84187,6.83712,4.4898,0.991104
0.05,CC3,7.00089,7.8031,7.77455,0.899525
0.05,CC,6.48881,16.0835,4.24321,0.994435
0.05,CC2,5.86555,14.3006,4.4898,0.991104
0.05,CC3,6.81494,14.9405,7.77455,0.899525
0.05,CC,6.45969,7.32117,4.24321,0.994435
0.05,CC2,6.42248,6.75651,4.4898,0.991104
0.05,CC3,5.89139,6.9516,7.77455,0.899525
0.05,CC,4.44692,7.8271,4.24321,0.994435
0.05,CC2,5.91491,6.40423,4.4898,0.991104
0.05,CC3,5.75651,4.92004,7.77455,0.899525
0.05,CC,5.27605,5.10892,4.24321,0.994435
0.05,CC2,6.87306,4.55696,4.4898,0.991104
0.05,CC3,5.71602,5.10467,7.77455,0.899525
0.05,CC,5.7396,7.51946,4.24321,0.994435
0.05,CC2,4.86749,6.19625,4.4898,0.991104
0.05,CC3,6.37934,8.50494,7.77455,0.899525
0.05,CC,5.57713,7.51535,4.24321,0.994435
0.05,CC2,5.42783,6.24223,4.4898,0.991104
0.05,CC3,5.3698,5.98751,7.77455,0.899525
0.05,CC,5.72799,5.58137,4.24321,0.994435
0.05,CC2,5.33736,5.25279,4.4898,0.991104
0.05,CC3,5.28138,5.55936,7.77455,0.899525
0.05,CC,6.14863,7.44311,4.24321,0.994435
0.05,CC2,5.89894,5.05087,4.4898,0.991104
0.05,CC3,6.96596,5.85035,7.77455,0.899525
0.05,CC,5.69321,5.78588,4.24321,0.994435
0.05,CC2,4.807,5.12203,4.4898,0.991104
0.05,CC3,5.2221,5.71011,7.77455,0.899525
0.05,CC,7.18031,5.73252,4.24321,0.994435
0.05,CC2,6.8694,4.71644,4.4898,0.991104
0.05,CC3,6.74208,5.87582,7.77455,0.899525
0.06,CC,5.78397,7.28253,3.55348,0.843166
0.06,CC2,5.91705,6.6788,3.71843,0.840971
0.06,CC3,6.1469,7.3184,7.11517,0.838339
0.06,CC,5.93853,7.332,3.55348,0.843166
0.06,CC2,5.07592,6.99984,3.71843,0.840971
0.06,CC3,5.31963,7.56725,7.11517,0.838339
0.06,CC,7.04872,8.62542,3.55348,0.843166
0.06,CC2,6.37318,7.24812,3.71843,0.840971
0.06,CC3,5.48522,7.74304,7.11517,0.838339
0.06,CC,4.89797,4.17093,3.55348,0.843166
0.06,CC2,5.26445,4.10131,3.71843,0.840971
0.06,CC3,6.13301,4.46408,7.11517,0.838339
0.06,CC,6.45309,5.49654,3.55348,0.843166
0.06,CC2,5.62765,6.21555,3.71843,0.840971
0.06,CC3,5.1895,7.4244,7.11517,0.838339
0.06,CC,6.41361,3.78555,3.55348,0.843166
0.06,CC2,5.16754,3.48026,3.71843,0.840971
0.06,CC3,6.16241,3.72547,7.11517,0.838339
0.06,CC,9.91228,6.89157,3.55348,0.843166
0.06,CC2,3.91388,8.31654,3.71843,0.840971
0.06,CC3,5.81526,8.44033,7.11517,0.838339
0.06,CC,6.07847,7.08129,3.55348,0.843166
0.06,CC2,5.46345,6.80396,3.71843,0.840971
0.06,CC3,6.25703,7.76409,7.11517,0.838339
0.06,CC,5.84943,6.62237,3.55348,0.843166
0.06,CC2,5.22149,8.93719,3.71843,0.840971
0.06,CC3,6.00922,7.82958,7.11517,0.838339
0.06,CC,5.39251,4.86282,3.55348,0.843166
0.06,CC2,5.56265,4.24463,3.71843,0.840971
0.06,CC3,5.72788,5.04256,7.11517,0.838339
0.06,CC,6.36326,6.04314,3.55348,0.843166
0.06,CC2,6.08172,6.10569,3.71843,0.840971
0.06,CC3,5.9882,7.08011,7.11517,0.838339
0.06,CC,6.35137,4.56334,3.55348,0.843166
0.06,CC2,5.62653,6.45673,3.71843,0.840971
0.06,CC3,6.31071,7.23378,7.11517,0.838339
0.06,CC,4.15267,7.49291,3.55348,0.843166
0.06,CC2,4.89544,6.73828,3.71843,0.840971
0.06,CC3,6.6784,7.11259,7.11517,0.838339
0.06,CC,6.55413,7.52033,3.55348,0.843166
0.06,CC2,6.39613,6.85518,3.71843,0.840971
0.06,CC3,6.30521,7.78995,7.11517,0.838339
0.06,CC,6.29176,5.99838,3.55348,0.843166
0.06,CC2,6.53066,6.44259,3.71843,0.840971
0.06,CC3,6.71171,6.67442,7.11517,0.838339
0.06,CC,6.43271,6.44692,3.55348,0.843166
0.06,CC2,5.84379,6.78685,3.71843,0.840971
0.06,CC3,6.70428,7.15689,7.11517,0.838339
0.06,CC,6.01761,3.55509,3.55348,0.843166
0.06,CC2,5.6954,3.6592,3.71843,0.840971
0.06,CC3,5.66064,4.04809,7.11517,0.838339
0.06,CC,5.07995,6.53875,3.55348,0.843166
0.06,CC2,5.71069,6.65046,3.71843,0.840971
0.06,CC3,5.50294,7.67161,7.11517,0.838339
0.06,CC,6.96585,3.95581,3.55348,0.843166
0.06,CC2,6.42734,4.20175,3.71843,0.840971
0.06,CC3,5.47151,7.44758,7.11517,0.838339
0.06,CC,6.15747,5.163,3.55348,0.843166
0.06,CC2,4.95452,4.26047,3.71843,0.840971
0.06,CC3,4.69807,4.88755,7.11517,0.838339
0.06,CC,6.89972,5.20765,3.55348,0.843166
0.06,CC2,6.77099,4.95197,3.71843,0.840971
0.06,CC3,6.05724,8.45196,7.11517,0.838339
0.06,CC,5.22779,6.44057,3.55348,0.843166
0.06,CC2,4.67542,7.04046,3.71843,0.840971
0.06,CC3,6.6248,7.8132,7.11517,0.838339
0.06,CC,5.11307,6.16098,3.55348,0.843166
0.06,CC2,6.00858,5.18528,3.71843,0.840971
0.06,CC3,7.21247,5.60198,7.11517,0.838339
0.06,CC,6.62018,5.26502,3.55348,0.843166
0.06,CC2,5.62503,5.06575,3.71843,0.840971
0.06,CC3,6.49978,5.52005,7.11517,0.838339
0.06,CC,4.95577,4.37396,3.55348,0.843166
0.06,CC2,4.7756,4.40491,3.71843,0.840971
0.06,CC3,5.58535,5.11152,7.11517,0.838339
0.06,CC,6.04953,7.16957,3.55348,0.843166
0.06,CC2,5.46122,6.79347,3.71843,0.840971
0.06,CC3,5.08913,7.48391,7.11517,0.838339
0.06,CC,5.97386,5.83946,3.55348,0.843166
0.06,CC2,4.58925,6.40012,3.71843,0.840971
0.06,CC3,6.07288,6.05891,7.11517,0.838339
0.06,CC,9.32003,4.04527,3.55348,0.843166
0.06,CC2,7.55588,4.70832,3.71843,0.840971
0.06,CC3,5.28167,6.29901,7.11517,0.838339
0.06,CC,7.64464,8.9366,3.55348,0.843166
0.06,CC2,10.373,8.0005,3.71843,0.840971
0.06,CC3,10.8699,8.53533,7.11517,0.838339
0.06,CC,11.3236,18.1338,3.55348,0.843166
0.06,CC2,13.2345,13.517,3.71843,0.840971
0.06,CC3,15.698,15.3563,7.11517,0.838339
0.06,CC,5.77005,10.0572,3.55348,0.843166
0.06,CC2,5.14203,6.5964,3.71843,0.840971
0.06,CC3,5.36615,5.7758,7.11517,0.838339
0.06,CC,5.42159,6.22023,3.55348,0.843166
0.06,CC2,6.79482,5.751,3.71843,0.840971
0.06,CC3,6.0148,6.28525,7.11517,0.838339
0.06,CC,5.91604,6.25756,3.55348,0.843166
0.06,CC2,6.41738,5.8551,3.71843,0.840971
0.06,CC3,5.72221,5.90877,7.11517,0.838339
0.06,CC,6.9789,4.06893,3.55348,0.843166
0.06,CC2,5.26126,5.31741,3.71843,0.840971
0.06,CC3,4.79335,7.54423,7.11517,0.838339
0.06,CC,6.7373,4.56721,3.55348,0.843166
0.06,CC2,5.46191,4.32175,3.71843,0.840971
0.06,CC3,6.43642,6.47152,7.11517,0.838339
0.06,CC,5.93108,7.2821,3.55348,0.843166
0.06,CC2,5.8284,5.30734,3.71843,0.840971
0.06,CC3,5.03823,5.56605,7.11517,0.838339
0.06,CC,5.81927,4.78278,3.55348,0.843166
0.06,CC2,6.19724,4.40643,3.71843,0.840971
0.06,CC3,5.63901,4.71605,7.11517,0.838339
0.06,CC,5.34909,7.16345,3.55348,0.843166
0.06,CC2,5.29871,6.17702,3.71843,0.840971
0.06,CC3,5.75864,7.46418,7.11517,0.838339
0.06,CC,6.04463,5.43293,3.55348,0.843166
0.06,CC2,5.91581,5.14587,3.71843,0.840971
0.06,CC3,6.70365,5.4523,7.11517,0.838339
0.06,CC,6.67934,4.87203,3.55348,0.843166
0.06,CC2,4.77781,4.4707,3.71843,0.840971
0.06,CC3,4.61496,4.76862,7.11517,0.838339
0.06,CC,5.41927,4.97186,3.55348,0.843166
0.06,CC2,6.18888,4.55322,3.71843,0.840971
0.06,CC3,6.03336,5.07202,7.11517,0.838339
0.06,CC,6.82991,6.74,3.55348,0.843166
0.06,CC2,5.85747,6.45508,3.71843,0.840971
0.06,CC3,5.25486,7.61358,7.11517,0.838339
0.06,CC,6.70984,8.00939,3.55348,0.843166
0.06,CC2,5.6349,10.306,3.71843,0.840971
0.06,CC3,6.17806,6.86296,7.11517,0.838339
0.06,CC,5.8849,5.36385,3.55348,0.843166
0.06,CC2,5.77802,5.26786,3.71843,0.840971
0.06,CC3,6.51506,8.11664,7.11517,0.838339
0.06,CC,4.82476,5.58301,3.55348,0.843166
0.06,CC2,4.52219,4.91073,3.71843,0.840971
0.06,CC3,5.66048,5.12374,7.11517,0.838339
0.06,CC,5.31349,5.67223,3.55348,0.843166
0.06,CC2,5.01636,6.03311,3.71843,0.840971
0.06,CC3,5.76191,7.14518,7.11517,0.838339
0.06,CC,4.99296,5.92539,3.55348,0.843166
0.06,CC2,5.32349,5.84076,3.71843,0.840971
0.06,CC3,6.6367,7.00691,7.11517,0.838339
0.06,CC,6.88883,4.75014,3.55348,0.843166
0.06,CC2,6.69385,6.42581,3.71843,0.840971
0.06,CC3,6.47604,7.53641,7.11517,0.838339
0.06,CC,5.79233,6.94394,3.55348,0.843166
0.06,CC2,4.67852,6.60499,3.71843,0.840971
0.06,CC3,5.47267,7.35054,7.11517,0.838339
0.06,CC,5.16804,7.389,3.55348,0.843166
0.06,CC2,5.42086,6.98376,3.71843,0.840971
0.06,CC3,6.16634,7.58225,7.11517,0.838339
0.07,CC,4.53793,7.28174,3.20702,0.781102
0.07,CC2,6.12384,7.34377,3.35804,0.768784
0.07,CC3,5.82872,6.44827,6.73518,0.807289
0.07,CC,6.28542,4.44084,3.20702,0.781102
0.07,CC2,5.72449,4.08564,3.35804,0.768784
0.07,CC3,5.86527,4.84555,6.73518,0.807289
0.07,CC,6.10579,7.02696,3.20702,0.781102
0.07,CC2,4.93011,6.72064,3.35804,0.768784
0.07,CC3,6.57727,7.3181,6.73518,0.807289
0.07,CC,5.01101,6.44424,3.20702,0.781102
0.07,CC2,5.97648,5.21731,3.35804,0.768784
0.07,CC3,5.9314,4.53757,6.73518,0.807289
0.07,CC,6.52599,5.80627,3.20702,0.781102
0.07,CC2,7.1402,4.56327,3.35804,0.768784
0.07,CC3,5.28094,4.64558,6.73518,0.807289
0.07,CC,6.93496,4.58384,3.20702,0.781102
0.07,CC2,6.39492,4.16603,3.35804,0.768784
0.07,CC3,5.74034,4.75324,6.73518,0.807289
0.07,CC,5.76526,7.24651,3.20702,0.781102
0.07,CC2,4.84126,6.22837,3.35804,0.768784
0.07,CC3,5.2465,4.8701,6.73518,0.807289
0.07,CC,6.01977,6.02495,3.20702,0.781102
0.07,CC2,5.43231,6.93493,3.35804,0.768784
0.07,CC3,5.40782,7.46062,6.73518,0.807289
0.07,CC,6.39375,3.95814,3.20702,0.781102
0.07,CC2,6.32021,4.34202,3.35804,0.768784
0.07,CC3,5.24933,7.06828,6.73518,0.807289
0.07,CC,4.32249,7.20771,3.20702,0.781102
0.07,CC2,6.00697,4.75249,3.35804,0.768784
0.07,CC3,5.03372,5.68662,6.73518,0.807289
0.07,CC,6.5515,6.38155,3.20702,0.781102
0.07,CC2,5.4904,8.32418,3.35804,0.768784
0.07,CC3,6.68025,12.6594,6.73518,0.807289
0.07,CC,4.78867,5.54536,3.20702,0.781102
0.07,CC2,4.68153,5.21493,3.35804,0.768784
0.07,CC3,5.01832,4.8843,6.73518,0.807289
0.07,CC,7.08595,5.36175,3.20702,0.781102
0.07,CC2,5.96181,4.88432,3.35804,0.768784
0.07,CC3,5.04505,7.90612,6.73518,0.807289
0.07,CC,6.20851,6.69695,3.20702,0.781102
0.07,CC2,4.90091,7.26855,3.35804,0.768784
0.07,CC3,5.70339,7.23686,6.73518,0.807289
0.07,CC,6.88836,5.1898,3.20702,0.781102
0.07,CC2,5.55512,4.92837,3.35804,0.768784
0.07,CC3,5.7756,5.39357,6.73518,0.807289
0.07,CC,6.0296,7.00545,3.20702,0.781102
0.07,CC2,6.33512,5.98408,3.35804,0.768784
0.07,CC3,5.43971,7.16332,6.73518,0.807289
0.07,CC,5.02487,7.18397,3.20702,0.781102
0.07,CC2,6.55377,6.71104,3.35804,0.768784
0.07,CC3,5.93826,7.25987,6.73518,0.807289
0.07,CC,5.05784,6.34304,3.20702,0.781102
0.07,CC2,4.52564,5.95171,3.35804,0.768784
0.07,CC3,5.059,5.84612,6.73518,0.807289
